     1 , 4090945.50
     2 , 4088322.75
     3 , 4059757.25
     4 , 4175502.50
     5 , 3965633.75
     6 , 3970973.75
     7 , 3991842.75
     8 , 3848650.75
     9 , 3646311.00
    10 , 3546008.75
    11 , 3411483.50
    12 , 3425784.25
    13 , 3177217.00
    14 , 2888763.25
    15 , 2895299.00
    16 , 2682539.75
    17 , 2395959.75
    18 , 2246702.50
    19 , 2065704.12
    20 , 1822665.25
    21 , 1527504.50
    22 , 1497131.88
    23 , 1409547.75
    24 , 1119610.62
    25 ,  801581.12
    26 ,  660607.88
    27 ,  423648.03
    28 ,  215252.88
    29 ,  -58158.35
    30 , -325305.31
    31 , -585590.19
    32 , -688665.88
    33 , -1024288.12
    34 , -1188307.00
    35 , -1421293.12
    36 , -1514090.12
    37 , -1808330.88
    38 , -2074388.38
    39 , -2490317.50
    40 , -2423257.75
    41 , -2634619.75
    42 , -2767210.00
    43 , -3068308.75
    44 , -3242074.00
    45 , -3370644.75
    46 , -3310709.75
    47 , -3415422.75
    48 , -3757759.25
    49 , -3889146.75
    50 , -3812772.25
    51 , -3814464.25
    52 , -4014455.25
    53 , -4057857.50
    54 , -4205597.00
    55 , -4020797.75
    56 , -4130496.25
    57 , -4209113.50
    58 , -4150710.50
    59 , -4220382.50
    60 , -4177238.25
    61 , -4264281.00
    62 , -4145735.25
    63 , -4047642.50
    64 , -3978120.75
    65 , -3652392.50
    66 , -3725855.50
    67 , -3465290.00
    68 , -3561025.75
    69 , -3268882.00
    70 , -3141663.00
    71 , -3067774.00
    72 , -2878990.25
    73 , -2713774.25
    74 , -2601391.75
    75 , -2590718.25
    76 , -2221005.25
    77 , -1981901.75
    78 , -1700205.25
    79 , -1564658.25
    80 , -1411191.88
    81 , -1103207.00
    82 , -1030491.12
    83 , -829910.69
    84 , -391760.50
    85 , -341650.75
    86 ,  -75186.94
    87 ,  127123.32
    88 ,  269130.19
    89 ,  821954.44
    90 ,  872546.12
    91 , 1096189.88
    92 , 1401984.88
    93 , 1583735.25
    94 , 1827246.88
    95 , 2033006.25
    96 , 2027203.75
    97 , 2343952.50
    98 , 2443581.50
    99 , 2722308.00
   100 , 2827185.75
   101 , 3161169.50
   102 , 3261791.25
   103 , 3363836.00
   104 , 3375815.25
   105 , 3607913.00
   106 , 3668865.75
   107 , 3881488.00
   108 , 3964307.00
   109 , 3829288.00
   110 , 4113298.50
   111 , 4067186.75
   112 , 4067575.00
   113 , 4099815.50
   114 , 4242284.00
   115 , 4152641.25
   116 , 4174104.00
   117 , 4278778.50
   118 , 4331884.50
   119 , 4091942.25
   120 , 4220509.00
   121 , 3811188.25
   122 , 3874626.75
   123 , 3896798.75
   124 , 3721387.25
   125 , 3441876.75
   126 , 3576919.75
   127 , 3201152.00
   128 , 3243523.75
   129 , 3087968.50
   130 , 2846253.00
   131 , 2909231.75
   132 , 2574615.50
   133 , 2281595.75
   134 , 2010197.62
   135 , 1982616.00
   136 , 1823232.62
   137 , 1381951.50
   138 , 1307034.50
   139 , 1002256.75
   140 ,  982340.31
   141 ,  802683.56
   142 ,  441899.47
   143 ,   87445.73
   144 ,  -94672.92
   145 , -351650.38
   146 , -518738.94
   147 , -557508.31
   148 , -1024679.06
   149 , -1216555.12
   150 , -1608877.88
   151 , -1654941.88
   152 , -1915982.38
   153 , -2045420.25
   154 , -2280816.75
   155 , -2464264.00
   156 , -2610928.00
   157 , -2734494.00
   158 , -3029585.75
   159 , -2921227.00
   160 , -3201390.50
   161 , -3354010.75
   162 , -3344625.00
   163 , -3487174.75
   164 , -3719006.50
   165 , -3926168.00
   166 , -3938648.00
   167 , -3851991.25
   168 , -4120547.25
   169 , -3880861.00
   170 , -4181509.50
   171 , -4294568.00
   172 , -4359250.00
   173 , -4190348.50
   174 , -4114033.75
   175 , -4156039.00
   176 , -3959416.75
   177 , -4173374.50
   178 , -4126691.50
   179 , -3727549.50
   180 , -3920840.00
   181 , -3726348.00
   182 , -3658706.25
   183 , -3392442.25
   184 , -3434072.50
   185 , -3273085.25
   186 , -3187441.00
   187 , -2980104.25
   188 , -2859546.75
   189 , -2673955.00
   190 , -2290638.50
   191 , -2242344.50
   192 , -1968333.75
   193 , -1862148.75
   194 , -1560901.62
   195 , -1521331.12
   196 , -1103212.62
   197 , -828992.50
   198 , -589380.56
   199 , -578474.81
   200 , -211725.75
   201 , -183718.80
   202 ,  162657.67
   203 ,  450588.97
   204 ,  554258.56
   205 ,  602499.19
   206 , 1107029.00
   207 , 1397483.00
   208 , 1398528.62
   209 , 1749345.00
   210 , 1876471.75
   211 , 1913386.88
   212 , 2428752.00
   213 , 2675245.00
   214 , 2648519.00
   215 , 2979026.50
   216 , 3017315.75
   217 , 3162300.25
   218 , 3366133.25
   219 , 3380429.50
   220 , 3586332.50
   221 , 3696348.50
   222 , 3763923.00
   223 , 3937691.25
   224 , 3971582.75
   225 , 4047842.50
   226 , 4154557.25
   227 , 4097538.50
   228 , 4187903.25
   229 , 4056611.25
   230 , 4122378.75
   231 , 3983711.25
   232 , 4192447.00
   233 , 4223363.00
   234 , 4118209.00
   235 , 3912074.50
   236 , 4035818.50
   237 , 3854075.75
   238 , 3613864.00
   239 , 3741995.00
   240 , 3565412.00
   241 , 3166201.50
   242 , 3388041.75
   243 , 3168692.25
   244 , 2928594.50
   245 , 2918771.50
   246 , 2587025.50
   247 , 2399762.50
   248 , 2235435.50
   249 , 2146513.75
   250 , 1843775.38
   251 , 1887513.00
   252 , 1515005.12
   253 , 1322039.50
   254 , 1138130.88
   255 ,  777098.62
